498	22	14545.846272
501	22	12216.609450666667
504	22	15583.237461333334
507	22	14296.984234666666
510	22	15823.710890666665
513	22	16117.312170666666
516	22	14255.041194666666
519	22	15421.057706666666
522	22	15365.133653333334
525	22	15395.891882666667
528	22	15208.546304
531	22	15298.024789333334
534	22	14694.045013333334
537	22	15353.948842666667
540	22	15130.252629333334
543	22	15748.213418666666
546	22	12515.803136
549	22	14473.145002666666
552	22	13919.496874666665
555	22	15278.451370666666
558	22	14017.363968
561	22	14461.960192
564	22	12568.930986666666
567	22	14266.226005333334
570	22	15826.507093333334
573	22	14590.585514666665
576	22	16215.179264
579	22	14912.148821333334
582	22	14797.504512
585	22	13816.037376
588	22	17210.62741333333
591	22	13195.280384
594	22	15809.729877333333
597	22	14299.780437333335
600	22	12761.868970666666
603	22	15966.317226666666
606	22	12395.566421333335
609	22	14744.376661333334
612	22	12868.124672
615	22	14442.386773333334
618	22	14129.212074666666
621	22	14154.377898666666
624	22	15681.104554666666
627	22	14954.091861333334
630	22	15921.577984
633	22	14260.6336
636	22	14559.827285333335
639	22	13648.265216
642	22	13852.388010666666
645	22	15929.966592
648	22	16970.153984
651	22	14006.179157333334
654	22	13424.569002666665
657	22	13242.815829333334
660	22	13631.488
663	22	14344.51968
666	22	15927.170389333334
669	22	15661.531136
672	22	14406.036138666666
675	22	13841.2032
678	22	13217.650005333335
681	22	15381.910869333335
684	22	15787.360256
687	22	13925.08928
690	22	12213.813248
693	22	12733.906944
696	22	14322.150058666666
699	22	15407.076693333334
702	22	14271.818410666667
705	22	11075.758762666666
708	22	12107.557546666667
711	22	12107.557546666667
714	22	14990.442496
717	22	17727.924906666667
720	22	12636.039850666666
723	22	13295.94368
726	22	15393.09568
729	22	13830.018389333334
732	22	15317.598208
735	22	12532.580352
738	22	14691.248810666666
741	22	13189.687978666667
744	22	14484.329813333334
747	22	14584.993109333334
750	22	15985.890645333335
753	22	12784.238592
756	22	16243.141290666666
759	22	15250.489344
762	22	16508.780544
765	22	15518.9248
768	21	14294.188032
771	21	15300.820992
774	21	12773.053781333334
777	22	12957.603157333335
780	23	13349.071530666666
783	23	15745.417216
786	22	12398.362624
789	22	15541.294421333334
792	22	15208.546304
795	22	14308.169045333334
798	22	14414.424746666666
801	22	12817.793024
804	22	14397.647530666665
807	22	14059.307008
810	22	16939.395754666664
813	22	14948.499456
816	22	14842.243754666666
819	22	14310.965248
822	22	13595.137365333334
825	22	15437.834922666667
828	22	14020.160170666666
831	22	14277.410816
834	22	13760.113322666666
837	22	15244.896938666667
840	22	15921.577984
843	22	15116.271616
846	22	13810.444970666666
849	22	14604.566528
852	22	14551.438677333334
855	2	8268.371285333333
858	1	145.40253866666666
861	1	0.0
864	1	0.0
867	1	0.0
870	1	0.0
873	1	0.0
876	1	0.0
879	1	0.0
882	1	0.0
885	1	0.0
888	1	0.0
891	1	0.0
894	1	0.0
897	1	0.0
900	1	0.0
903	1	0.0
906	1	0.0
909	1	0.0
912	1	0.0
915	1	0.0
918	1	0.0
921	1	0.0
924	1	0.0
927	1	0.0
930	1	0.0
933	1	0.0
936	1	0.0
939	1	0.0
942	1	0.0
945	1	0.0
948	1	0.0
951	1	0.0
954	1	0.0
957	1	0.0
960	1	0.0
963	1	0.0
966	1	0.0
969	1	0.0
972	1	0.0
975	1	0.0
978	1	0.0
981	1	0.0
984	1	0.0
987	1	0.0
990	1	0.0
993	1	0.0
996	1	0.0
999	1	0.0
1002	1	0.0
1005	1	0.0
1008	1	0.0
1011	1	0.0
1014	1	0.0
1017	1	0.0
1020	1	0.0
1023	1	0.0
1026	1	0.0
1029	1	0.0
1032	1	0.0
1035	1	0.0
1038	1	0.0
1041	1	0.0
1044	1	0.0
1047	1	0.0
1050	1	0.0
1053	1	0.0
1056	1	0.0
1059	1	0.0
1062	1	0.0
1065	1	0.0
1068	1	0.0
1071	1	0.0
1074	1	0.0
1077	1	0.0
1080	1	0.0
1083	1	0.0
1086	1	0.0
1089	1	0.0
1092	1	0.0
1095	1	0.0
1098	1	0.0
1101	1	0.0
1104	1	0.0
1107	1	0.0
1110	1	0.0
1113	1	0.0
1116	1	0.0
1119	1	0.0
1122	1	0.0
1125	1	0.0
1128	1	0.0
1131	1	0.0
1134	1	0.0
1137	1	0.0
1140	1	0.0
1143	1	0.0
1146	1	0.0
1149	1	0.0
1152	1	0.0
1155	1	0.0
1158	1	0.0
1161	1	0.0
1164	1	0.0
1167	1	0.0
1170	1	0.0
1173	1	0.0
1176	1	0.0
1179	1	0.0
1182	1	0.0
1185	1	0.0
1188	1	0.0
1191	1	0.0
1194	1	0.0
1197	1	0.0
1200	1	0.0
1203	1	0.0
1206	1	0.0
1209	1	0.0
1212	1	0.0
1215	1	0.0
1218	1	0.0
1221	1	0.0
1224	1	0.0
1227	1	0.0
1230	1	0.0
1233	1	0.0
1236	1	0.0
1239	1	0.0
1242	1	0.0
1245	1	0.0
1248	1	0.0
1251	1	0.0
1254	1	0.0
1257	1	0.0
1260	1	0.0
1263	1	0.0
1266	1	0.0
1269	1	0.0
1272	1	0.0
1275	1	0.0
1278	1	0.0
1281	1	0.0
1284	1	0.0
1287	1	0.0
1290	1	0.0
1293	1	0.0
1296	1	0.0
1299	1	0.0
1302	1	0.0
1305	1	0.0
1308	1	0.0
1311	1	0.0
1314	1	0.0
1317	1	0.0
1320	1	0.0
1323	1	0.0
1326	1	0.0
1329	1	0.0
1332	1	0.0
1335	1	0.0
1338	1	0.0
1341	1	0.0
1344	1	0.0
1347	1	0.0
1350	1	0.0
1353	1	0.0
1356	1	0.0
1359	1	0.0
1362	1	0.0
1365	1	0.0
1368	1	0.0
1371	1	0.0
1374	1	0.0
1377	1	0.0
1380	1	0.0
1383	1	0.0
1386	1	0.0
1389	1	0.0
1392	1	0.0
1395	1	0.0
1398	1	0.0
1401	1	0.0
1404	1	0.0
1407	1	0.0
1410	1	0.0
1413	1	0.0
1416	1	0.0
1419	1	0.0
1422	1	0.0
1425	1	0.0
1428	1	0.0
1431	1	0.0
1434	1	0.0
1437	1	0.0
1440	1	0.0
1443	1	0.0
1446	1	0.0
1449	1	0.0
1452	1	0.0
1455	1	0.0
1458	1	0.0
1461	1	0.0
1464	1	0.0
1467	1	0.0
1470	1	0.0
1473	1	0.0
1476	1	0.0
1479	1	0.0
1482	1	0.0
1485	1	0.0
1488	1	0.0
1491	1	0.0
1494	1	0.0
1497	1	0.0
1500	1	0.0
1503	1	0.0
1506	1	0.0
1509	1	0.0
1512	1	0.0
1515	1	0.0
1518	1	0.0
1521	1	0.0
1524	1	0.0
1527	1	0.0
1530	1	0.0
1533	1	0.0
1536	1	0.0
1539	1	0.0
1542	1	0.0
1545	1	0.0
1548	1	0.0
1551	1	0.0
1554	1	0.0
1557	1	0.0
1560	1	0.0
1563	1	0.0
1566	1	0.0
1569	1	0.0
1572	1	0.0
1575	1	0.0
1578	1	0.0
1581	1	0.0
1584	1	0.0
1587	1	0.0
1590	1	0.0
1593	1	0.0
1596	1	0.0
1599	1	0.0
1602	1	0.0
1605	1	0.0
1608	1	0.0
1611	1	0.0
1614	1	0.0
1617	1	0.0
1620	1	0.0
1623	1	0.0
1626	1	0.0
1629	1	0.0
1632	1	0.0
1635	1	0.0
1638	1	0.0
1641	1	0.0
1644	1	0.0
1647	1	0.0
1650	1	0.0
1653	1	0.0
1656	1	0.0
1659	1	0.0
1662	1	0.0
1665	1	0.0
1668	1	0.0
1671	1	0.0
1674	1	0.0
1677	1	0.0
1680	1	0.0
1683	1	0.0
1686	1	0.0
1689	1	0.0
1692	1	0.0
1695	1	0.0
1698	1	0.0
1701	1	0.0
1704	1	0.0
1707	1	0.0
1710	1	0.0
1713	1	0.0
1716	1	0.0
1719	1	0.0
1722	1	0.0
1725	1	0.0
1728	1	0.0
1731	1	0.0
1734	1	0.0
1737	1	0.0
1740	1	0.0
1743	1	0.0
1746	1	0.0
1749	1	0.0
1752	1	0.0
1755	1	0.0
1758	1	0.0
1761	1	0.0
1764	1	0.0
1767	1	0.0
1770	1	0.0
1773	1	0.0
1776	1	0.0
1779	1	0.0
1782	1	0.0
1785	1	0.0
1788	1	0.0
1791	1	0.0
1794	1	0.0
1797	1	0.0
1800	1	0.0
1803	1	0.0
1806	1	0.0
1809	1	0.0
1812	1	0.0
1815	1	0.0
1818	1	0.0
1821	1	0.0
1824	1	0.0
1827	1	0.0
1830	1	0.0
1833	1	0.0
1836	1	0.0
1839	1	0.0
1842	1	0.0
1845	1	0.0
1848	1	0.0
1851	1	0.0
1854	1	0.0
1857	1	0.0
1860	1	0.0
1863	1	0.0
1866	1	0.0
1869	1	0.0
1872	1	0.0
1875	1	0.0
1878	1	0.0
1881	1	0.0
1884	1	0.0
1887	1	0.0
1890	1	0.0
1893	1	0.0
1896	1	0.0
1899	1	0.0
1902	1	0.0
1905	1	0.0
1908	1	0.0
1911	1	0.0
1914	1	0.0
1917	1	0.0
1920	1	0.0
1923	1	0.0
1926	1	0.0
1929	1	0.0
1932	1	0.0
1935	1	0.0
1938	1	0.0
1941	1	0.0
1944	1	0.0
1947	1	0.0
1950	1	0.0
1953	1	0.0
1956	1	0.0
1959	1	0.0
1962	1	0.0
1965	1	0.0
1968	1	0.0
1971	1	0.0
1974	1	0.0
1977	1	0.0
1980	1	0.0
1983	1	0.0
1986	1	0.0
1989	1	0.0
1992	1	0.0
1995	1	0.0
1998	1	0.0
2001	1	0.0
2004	1	0.0
2007	1	0.0
2010	1	0.0
2013	1	0.0
2016	1	0.0
2019	1	0.0
2022	1	0.0
2025	1	0.0
2028	1	0.0
2031	1	0.0
2034	1	0.0
2037	1	0.0
2040	1	0.0
2043	1	0.0
2046	1	0.0
2049	1	0.0
2052	1	0.0
2055	1	0.0
2058	1	0.0
2061	1	0.0
2064	1	0.0
2067	1	0.0
2070	1	0.0
2073	1	0.0
2076	1	0.0
2079	1	0.0
2082	1	0.0
2085	1	0.0
2088	1	0.0
2091	1	0.0
2094	1	0.0
2097	1	0.0
2100	1	0.0
2103	1	0.0
2106	1	0.0
2109	1	0.0
2112	1	0.0
2115	1	0.0
2118	1	0.0
2121	1	0.0
2124	1	0.0
2127	1	0.0
2130	1	0.0
2133	1	0.0
2136	1	0.0
2139	1	0.0
2142	1	0.0
2145	1	0.0
2148	1	0.0
2151	1	0.0
2154	1	0.0
2157	1	0.0
2160	1	0.0
2163	1	0.0
2166	1	0.0
2169	1	0.0
2172	1	0.0
2175	1	0.0
2178	1	0.0
2181	1	0.0
2184	1	0.0
2187	1	0.0
2190	1	0.0
2193	1	0.0
2196	1	0.0
2199	1	0.0
2202	1	0.0
2205	1	0.0
2208	1	0.0
2211	1	0.0
2214	1	0.0
2217	1	0.0
2220	1	0.0
2223	1	0.0
2226	1	0.0
2229	1	0.0
2232	1	0.0
2235	1	0.0
2238	1	0.0
2241	1	0.0
2244	1	0.0
2247	1	0.0
2250	1	0.0
2253	1	0.0
2256	1	0.0
2259	1	0.0
2262	1	0.0
2265	1	0.0
2268	1	0.0
2271	1	0.0
2274	1	0.0
2277	1	0.0
2280	1	0.0
2283	1	0.0
2286	1	0.0
2289	1	0.0
2292	1	0.0
2295	1	0.0
2298	1	0.0
2301	1	0.0
2304	1	0.0
2307	1	0.0
2310	1	0.0
2313	1	0.0
2316	1	0.0
2319	1	0.0
2322	1	0.0
2325	1	0.0
2328	1	0.0
2331	1	0.0
2334	1	0.0
2337	1	0.0
2340	1	0.0
2343	1	0.0
2346	1	0.0
2349	1	0.0
2352	1	0.0
2355	1	0.0
2358	1	0.0
2361	1	0.0
2364	1	0.0
2367	1	0.0
2370	1	0.0
2373	1	0.0
2376	1	0.0
2379	1	0.0
2382	1	0.0
2385	1	0.0
2388	1	0.0
2391	1	0.0
2394	1	0.0
2397	1	0.0
2400	1	0.0
2403	1	0.0
2406	1	0.0
2409	1	0.0
2412	1	0.0
2415	1	0.0
2418	1	0.0
2421	1	0.0
2424	1	0.0
2427	1	0.0
2430	1	0.0
2433	1	0.0
2436	1	0.0
2439	1	0.0
2442	1	0.0
2445	1	0.0
2448	1	0.0
2451	1	0.0
2454	1	0.0
2457	1	0.0
2460	1	0.0
2463	1	0.0
2466	1	0.0
2469	1	0.0
2472	1	0.0
2475	1	0.0
2478	1	0.0
2481	1	0.0
2484	1	0.0
2487	1	0.0
2490	1	0.0
2493	1	0.0
2496	1	0.0
2499	1	0.0
2502	1	0.0
2505	1	0.0
2508	1	0.0
2511	1	0.0
2514	1	0.0
2517	1	0.0
2520	1	0.0
2523	1	0.0
2526	1	0.0
2529	1	0.0
2532	1	0.0
2535	1	0.0
2538	1	0.0
2541	1	0.0
2544	1	0.0
2547	1	0.0
2550	1	0.0
2553	1	0.0
2556	1	0.0
2559	1	0.0
2562	1	0.0
2565	1	0.0
2568	1	0.0
2571	1	0.0
2574	1	0.0
2577	1	0.0
2580	1	0.0
2583	1	0.0
2586	1	0.0
2589	1	0.0
2592	1	0.0
2595	1	0.0
2598	1	0.0
2601	1	0.0
2604	1	0.0
2607	1	0.0
2610	1	0.0
2613	1	0.0
2616	1	0.0
2619	1	0.0
2622	1	0.0
2625	1	0.0
2628	1	0.0
2631	1	0.0
2634	1	0.0
2637	1	0.0
2640	1	0.0
2643	1	0.0
2646	1	0.0
2649	1	0.0
2652	1	0.0
2655	1	0.0
2658	1	0.0
2661	1	0.0
2664	1	0.0
2667	1	0.0
2670	1	0.0
2673	1	0.0
2676	1	0.0
2679	1	0.0
2682	1	0.0
2685	1	0.0
2688	1	0.0
2691	1	0.0
2694	1	0.0
2697	1	0.0
2700	1	0.0
2703	1	0.0
2706	1	0.0
2709	1	0.0
2712	1	0.0
2715	1	0.0
2718	1	0.0
2721	1	0.0
2724	1	0.0
2727	1	0.0
2730	1	0.0
2733	1	0.0
2736	1	0.0
2739	1	0.0
2742	1	0.0
2745	1	0.0
2748	1	0.0
2751	1	0.0
2754	1	0.0
2757	1	0.0
2760	1	0.0
2763	1	0.0
2766	1	0.0
2769	1	0.0
2772	1	0.0
2775	1	0.0
2778	1	0.0
2781	1	0.0
2784	1	0.0
2787	1	0.0
2790	1	0.0
2793	1	0.0
2796	1	0.0
2799	1	0.0
2802	1	0.0
2805	1	0.0
2808	1	0.0
2811	1	0.0
2814	1	0.0
2817	1	0.0
2820	1	0.0
2823	1	0.0
2826	1	0.0
2829	1	0.0
2832	1	0.0
2835	1	0.0
2838	1	0.0
2841	1	0.0
2844	1	0.0
2847	1	0.0
2850	1	0.0
2853	1	0.0
2856	1	0.0
2859	1	0.0
2862	1	0.0
2865	1	0.0
2868	1	0.0
2871	1	0.0
2874	1	0.0
2877	1	0.0
2880	1	0.0
2883	1	0.0
2886	1	0.0
2889	1	0.0
2892	1	0.0
2895	1	0.0
2898	1	0.0
2901	1	0.0
2904	1	0.0
2907	1	0.0
2910	1	0.0
2913	1	0.0
2916	1	0.0
2919	1	0.0
2922	1	0.0
2925	1	0.0
2928	1	0.0
2931	1	0.0
2934	1	0.0
2937	1	0.0
2940	1	0.0
2943	1	0.0
2946	1	0.0
2949	1	0.0
2952	1	0.0
2955	1	0.0
2958	1	0.0
2961	1	0.0
2964	1	0.0
2967	1	0.0
2970	1	0.0
2973	1	0.0
2976	1	0.0
2979	1	0.0
2982	1	0.0
